tree.number,models80,likelihood.80,aicc.80,lambda.80,alpha.80,mu.80,beta.80,models.50,likelihood.50,aicc.50,lambda.50,alpha.50,mu.50,beta.50,models.20,likelihood.20,aicc.20,lambda.20,alpha.20,mu.20,beta.20,models.s20,likelihood.s20,aicc.s20,lambda.s20,alpha.s20,mu.s20,beta.s20,lambda.init.sim.80,lambda.final.sim.80,alpha.sim.80,mu.sim.80,netdiv.sim.80,ntip.80,lambda.init.sim.50,lambda.final.sim.50,alpha.sim.50,mu.sim.50,netdiv.sim.50,ntip.50,lambda.init.sim.20,lambda.final.sim.20,alpha.sim.20,mu.sim.20,netdiv.sim.20,ntip.20,lambda.init.sim.s20,lambda.final.sim.s20,alpha.sim.s20,mu.sim.s20,netdiv.sim.s20,ntip.s20,time.80,time.50,time.20,time.s20,decline.length.80,decline.length.50,decline.length.20,gamma.80,gamma.50,gamma.20,gamma.s20,cga.80,cga.50,cga.20,cga.s20
31,bcstdcst,-22.67263895,53.3452779,-0.029175788,NA,6.15E-09,NA,bvardcst,-32.59278121,72.89984813,0.016672249,-0.317549964,0.457575041,NA,bvardcst,-61.48197198,129.7915302,-0.018745584,-0.588035906,-0.395382288,NA,bvardcst,-31.63563254,70.16015397,0.390112986,-0.792719353,-2.57E-06,NA,3.85225,1.12E-11,0.8646317,0.0649347,-0.0649347,6,3.85225,2.21E-06,0.8646317,0.0649347,-0.064932492,18,3.85225,0.00121662,0.8646317,0.0649347,-0.06371808,33,3.85225,0.373122611,0.8646317,0.0649347,0.308187911,31,30.72228,16.622277,9.322277,2.7,26.000003,11.9,4.6,-0.861338536,-0.868976911,-0.682627049,-0.884802248,30.63690298,16.53689998,9.236899976,27.93690298
32,bvardcst,-121.2806756,248.8946845,0.038714912,-0.708150129,0.68726779,NA,bvardcst,-265.5095474,537.167243,0.120952816,-0.750908746,0.762754337,NA,bvardvar,-390.3418119,788.8312253,0.236521305,-0.839211264,1.092122136,1.733016715,bvardcst,-119.146509,244.386768,1.244004626,-0.881607666,0.734762775,NA,5.880608,0.021040015,0.7776414,0.5514328,-0.530392785,76,5.880608,0.085300525,0.7776414,0.5514328,-0.466132275,166,5.880608,0.200654827,0.7776414,0.5514328,-0.350777973,276,5.880608,1.148679725,0.7776414,0.5514328,0.597246925,260,7.243685,5.443685,4.343685,2.1,4.2,2.4,1.3,-0.661437227,-0.487776884,-0.335738325,-0.455734526,7.048276451,5.248276452,4.148276453,4.948276452
33,bcstdcst,-2.661749901,-2.676500198,0.395680369,NA,-0.814228685,NA,bvardcst,1.626288365,-21.25257673,11.788165,11.54223375,-4.93E-05,NA,bcstdvar,-3.444542023,-11.11091595,0.684418932,NA,-106.2674899,0.008567222,bcstdvar,0.946645268,8.106709463,3.600094836,NA,291.3962215,0.028318516,5.062753,0.57394307,0.3544821,1.604437,-1.03049393,2,5.062753,0.847643817,0.3544821,1.604437,-0.756793183,3,5.062753,1.125571517,0.3544821,1.604437,-0.478865483,3,5.062753,2.24028161,0.3544821,1.604437,0.63584461,10,6.141736,5.041736,4.241736,2.3,2.9,1.8,1,NA,-0.773376296,0.320062128,NA,1.161611065,0.061611065,1.335790134,0.935790134
34,bvardcst,-322.8587981,651.8287074,0.038370792,-0.794198305,0.743408065,NA,bvardvar,-748.9136395,1505.910786,0.08933472,-0.894383349,1.028593375,0.968596672,bvardcst,-1117.593254,2241.216028,0.25882781,-0.805080734,0.708725326,NA,bvardcst,-370.2440086,746.5152281,1.23820884,-0.826925241,0.408978592,NA,7.414323,0.032218199,0.8152481,0.6578321,-0.625613901,220,7.414323,0.109442974,0.8152481,0.6578321,-0.548389126,484,7.414323,0.247312255,0.8152481,0.6578321,-0.410519845,817,7.414323,1.338289974,0.8152481,0.6578321,0.680457874,886,6.671144,5.171144,4.171144,2.1,3.7,2.2,1.2,-0.678871904,-0.485384351,-0.359770693,-0.411702372,6.604084227,5.104084227,4.104084228,4.504084227
35,bvardcst,-629.7604693,1265.590706,0.026121213,-0.588947115,0.48749227,NA,bvardcst,-1488.101375,2982.232712,0.094513076,-0.582015769,0.514729849,NA,bvardcst,-2153.650367,4313.319367,0.193747218,-0.582357405,0.471415706,NA,bvardvar,-928.3605832,1864.752564,0.923330365,-0.87766711,4.129367963,0.478669624,5.465094,0.025153403,0.5921969,0.4858878,-0.460734397,348,5.465094,0.087235092,0.5921969,0.4858878,-0.398652708,805,5.465094,0.188380275,0.5921969,0.4858878,-0.297507526,1292,5.465094,0.98118948,0.5921969,0.4858878,0.49530168,1279,9.086747,6.986747,5.686747,2.9,5,2.9,1.6,-0.674433938,-0.479541551,-0.352370938,-0.416653702,9.073853308,6.973853309,5.673853309,6.173853309
36,bvardcst,-208.2697702,422.7482361,0.098419182,-0.630795165,0.731500597,NA,bvardcst,-500.9627355,1008.00289,0.235004863,-0.612658221,0.602486991,NA,bvardcst,-606.2607226,1218.573962,0.487959271,-0.592622488,0.789617744,NA,bvardcst,-159.3397383,324.7438197,1.740652977,-0.531109878,-1.064242839,NA,7.526138,0.109877376,0.630522,0.8801457,-0.770268324,119,7.526138,0.265627721,0.630522,0.8801457,-0.614517979,314,7.526138,0.468513813,0.630522,0.8801457,-0.411631887,461,7.526138,1.555935587,0.630522,0.8801457,0.675789887,377,6.703608,5.303608,4.403608,2.5,3.3,1.9,1,-0.516238872,-0.333814093,-0.216847974,-0.196207367,6.360313156,4.960313157,4.060313157,3.860313157
37,bvardcst,-20.96323301,50.1082842,0.046974735,-1.104209923,0.416640803,NA,bvardcst,-48.51341205,103.7327065,0.395593539,-0.871231672,1.299493678,NA,bvardcst,-57.39908032,121.2267321,1.147454255,-0.819654638,2.646581815,NA,bvardcst,-10.67127865,27.80409576,1.560661063,-0.90959797,0.153914089,NA,9.594011,0.154743354,0.9712131,1.310858,-1.156114646,15,9.594011,0.336547213,0.9712131,1.310858,-0.974310787,38,9.594011,0.602728173,0.9712131,1.310858,-0.708129827,60,9.594011,2.23517472,0.9712131,1.310858,0.92431672,56,4.249455,3.449455,2.849455,1.5,2.2,1.4,0.8,-0.575253594,-0.306422065,-0.139152961,-0.149899323,3.86312981,3.06312981,2.46312981,2.36312981
38,bvardcst,-128.8950751,264.0375729,0.000839836,-0.514678637,0.363147834,NA,bvardcst,-469.6027775,945.2866361,0.001644014,-0.799304352,-0.239108339,NA,bvardcst,-757.1384773,1520.328127,0.011840542,-0.910388915,0.128251205,NA,bvardcst,-356.6375997,719.3284144,0.547935536,-0.895650184,-2.55E-06,NA,7.733946,1.35E-06,0.9016127,0.1389494,-0.138948049,101,7.733946,0.000518981,0.9016127,0.1389494,-0.138430419,300,7.733946,0.012179523,0.9016127,0.1389494,-0.126769877,473,7.733946,0.56605863,0.9016127,0.1389494,0.42710923,455,17.25786,10.657861,7.157861,2.9,12.799999,6.2,2.7,-0.927250369,-0.822936073,-0.679699723,-0.900449255,17.22366918,10.62367019,7.123670186,14.32366919
39,bvardcst,-15.04553131,40.89106262,0.001101777,-0.763346045,0.20414445,NA,bvardcst,-33.81377606,74.89071001,0.00183251,-1.121873058,-6.66E-08,NA,bvardcst,-77.51042444,161.5314872,0.067264916,-0.874956211,0.167512126,NA,bvardcst,-22.80096594,52.32920461,0.858444397,-0.759258864,8.69E-07,NA,5.244129,0.000175363,0.9993253,0.2583145,-0.258139137,9,5.244129,0.006402404,0.9993253,0.2583145,-0.251912096,23,5.244129,0.047243927,0.9993253,0.2583145,-0.211070573,51,5.244129,0.785363269,0.9993253,0.2583145,0.527048769,37,10.31272,6.71272,4.71272,1.9,7.3,3.7,1.7,-0.779062299,-0.751244849,-0.505760501,-0.779988026,10.24844446,6.648444457,4.648444457,8.348444457
40,bvardcst,-82.86974968,172.3394994,0.023150448,-0.583537022,0.412934066,NA,bvardcst,-218.1532286,442.5115853,0.064019811,-0.654763159,0.390920159,NA,bvardcst,-314.0554891,634.2366326,0.152193779,-0.677540797,0.412358035,NA,bvardcst,-131.1681788,268.4719509,1.133732401,-0.709191606,1.176285109,NA,5.179583,0.013718497,0.6655028,0.4367494,-0.423030903,44,5.179583,0.063396046,0.6655028,0.4367494,-0.373353354,121,5.179583,0.160951877,0.6655028,0.4367494,-0.275797523,195,5.179583,0.917977197,0.6655028,0.4367494,0.481227797,181,8.916168,6.616168,5.216168,2.6,5.2,2.9,1.5,-0.655639346,-0.519557589,-0.400431357,-0.504663497,8.792330751,6.492330752,5.092330751,6.192330752
41,bvardcst,-1458.564099,2923.153146,0.350326793,-0.637299027,1.516729079,NA,bvardcst,-3187.581283,6381.172385,0.644823949,-0.620671703,1.518679698,NA,bvardcst,-3833.920158,7673.846779,0.963108293,-0.61701309,1.58726609,NA,bvardcst,-532.8998918,1071.806598,2.484266845,-0.668638991,-1.829240982,NA,8.831929,0.379656892,0.6145892,1.560596,-1.180939108,966,8.831929,0.660104536,0.6145892,1.560596,-0.900491464,2448,8.831929,0.954465722,0.6145892,1.560596,-0.606130278,3717,8.831929,2.429623071,0.6145892,1.560596,0.869027071,3526,5.120267,4.220267,3.620267,2.1,2.3,1.4,0.8,-0.357424599,-0.193457316,-0.119952242,-0.081368086,5.074348054,4.174348054,3.574348055,2.974348054
42,bvardcst,-90.08133697,186.7081285,0.911164429,-0.195153072,1.846006738,NA,bvardcst,-208.5053063,423.2026126,0.891374902,-0.206482409,1.370725465,NA,bvardcst,-300.1437143,606.3965195,1.060719286,-0.220494962,1.317978747,NA,bcstdcst,-108.3835923,220.8334829,1.832508302,NA,-0.627203838,NA,4.688789,0.575192764,0.2370556,1.382724,-0.807531236,48,4.688789,0.801578626,0.2370556,1.382724,-0.581145374,129,4.688789,1.016010198,0.2370556,1.382724,-0.366713802,224,4.688789,1.816573329,0.2370556,1.382724,0.433849329,184,8.851191,7.451191,6.451191,4,3.7,2.3,1.3,0.00725344,0.055527017,0.050046908,0.051682976,7.725845665,6.325845665,5.325845666,3.725845665
43,bvardvar,-7.307531725,-17.38493655,-0.002751134,-0.618819699,-2.542284078,-1.39E-08,bcstdcst,-11.33119757,32.66239514,0.15967644,NA,-7.73E-08,NA,bcstdcst,-17.68531763,41.08492098,0.380924519,NA,-1.40E-07,NA,bcstdcst,-14.44525354,33.98141617,0.894807383,NA,2.97E-07,NA,4.578789,0.013001102,0.602231,0.4025226,-0.389521498,4,4.578789,0.058592788,0.602231,0.4025226,-0.343929812,5,4.578789,0.144598093,0.602231,0.4025226,-0.257924507,10,4.578789,0.848052913,0.602231,0.4025226,0.445530313,14,9.737386,7.237386,5.737386,2.8,5.7,3.2,1.7,-0.906791836,-0.785123165,-0.249039928,-0.770007746,7.555586141,5.055586141,3.555586141,4.755586142
44,bvardcst,-46.05496237,99.30992475,-0.000534924,-0.693443143,2.10E-06,NA,bvardvar,-96.61798774,202.166208,0.014706163,-0.617724035,2.228203213,0.016591648,bvardcst,-149.8485647,306.0258965,0.145528072,-0.447913187,0.379312554,NA,bvardcst,-80.82965128,167.9836269,0.8828354,-0.488759038,0.928671755,NA,4.351947,0.004915912,0.5620064,0.2974136,-0.292497688,24,4.351947,0.031409124,0.5620064,0.2974136,-0.266004476,48,4.351947,0.091369395,0.5620064,0.2974136,-0.206044205,77,4.351947,0.681132933,0.5620064,0.2974136,0.383719333,78,12.07442,8.77442,6.87442,3.3,7.3,4,2.1,-0.789862185,-0.612011004,-0.346239935,-0.612011004,11.72797817,8.427978168,6.817603401,8.427978168
45,bvardcst,-312.6701203,631.4473834,0.164142679,-0.857201587,-1.271103027,NA,bvardcst,-684.6205533,1375.28639,0.377076047,-0.854610877,1.389723408,NA,bvardcst,-968.9403979,1943.906301,0.648467478,-0.861386979,1.297393141,NA,bvardcst,-86.74322718,179.5124847,2.479945595,-0.930994103,-2.128334395,NA,9.847096,0.165386977,0.8443875,1.254909,-1.089522023,228,9.847096,0.353624917,0.8443875,1.254909,-0.901284083,534,9.847096,0.638619008,0.8443875,1.254909,-0.616289992,945,9.847096,2.15389771,0.8443875,1.254909,0.89898871,926,4.839773,3.939773,3.239773,1.8,2.4,1.5,0.8,-0.516884395,-0.348049215,-0.233981178,-0.217518248,4.715233206,3.815233207,3.115233207,2.915233207
46,bvardvar,-63.6390069,136.2536236,0.002546103,-0.518036556,0.525304247,0.371775413,bvardcst,-181.039425,368.3052652,0.002260136,-0.850210163,0.204048283,NA,bvardcst,-245.6563419,497.4726839,0.021659651,-0.890719956,0.219804986,NA,bvardcst,-120.7349116,247.6135357,0.662663018,-0.860851775,-3.94E-06,NA,6.865923,8.32E-06,0.9084379,0.166191,-0.166182678,46,6.865923,0.001230688,0.9084379,0.166191,-0.164960312,110,6.865923,0.017150772,0.9084379,0.166191,-0.149040228,154,6.865923,0.590838922,0.9084379,0.166191,0.424647922,171,14.99625,9.496249,6.596249,2.7,10.900001,5.4,2.5,-0.91819474,-0.774849357,-0.644702746,-0.879776444,14.62454882,9.124547828,6.224547829,11.92454882
47,bvardcst,-139.9522419,286.159803,0.002259912,-0.388816158,0.37007604,NA,bvardcst,-414.8764687,835.8577408,0.00057895,-0.733371308,0.102675981,NA,bvardcst,-709.900287,1425.862912,0.009074856,-0.734560849,0.068555664,NA,bvardcst,-416.5130619,839.0875049,0.507502341,-0.661371189,0.26676702,NA,4.656192,7.87E-06,0.6825441,0.1274582,-0.127450327,98,4.656192,0.001072487,0.6825441,0.1274582,-0.126385713,233,4.656192,0.014348534,0.6825441,0.1274582,-0.113109666,389,4.656192,0.45728338,0.6825441,0.1274582,0.32982518,395,19.4717,12.271695,8.471695,3.4,14.200005,7,3.2,-0.925397164,-0.817445532,-0.674009645,-0.881206862,19.29982893,12.09982394,8.299823942,15.89982894
48,bvardcst,-1143.14799,2292.325831,0.322502938,-0.737270652,-1.53583298,NA,bvardvar,-2535.774844,5079.56891,0.600378129,-0.742385701,-1.67500415,7.303097414,bvardcst,-3154.741867,6315.490722,1.059452552,-0.676316848,1.663522026,NA,bvardcst,-282.4074902,570.8221489,2.503972693,-0.659915456,1.46274362,NA,9.46947,0.392000409,0.6916366,1.67522,-1.283219591,808,9.46947,0.681688059,0.6916366,1.67522,-0.993531941,2086,9.46947,1.032309828,0.6916366,1.67522,-0.642910172,3438,9.46947,2.544574383,0.6916366,1.67522,0.869354383,3352,4.604391,3.804391,3.204391,1.9,2.1,1.3,0.7,-0.391542946,-0.198371994,-0.119125576,-0.078092545,4.552584572,3.752584573,3.152584573,2.652584573
49,bvardcst,-18.92697628,46.25395256,0.029823856,-0.210935759,0.635024638,NA,bvardcst,-70.62171875,147.9493199,0.003378417,-0.51880488,0.28006808,NA,bvardcst,-111.9288656,230.2863027,0.01026779,-0.678501518,0.216575969,NA,bvardcst,-68.43651753,143.2940877,0.335252274,-0.958255921,0.563166519,NA,3.116575,7.98E-07,0.6717475,0.1016699,-0.101669102,14,3.116575,0.000360253,0.6717475,0.1016699,-0.101309647,38,3.116575,0.008467752,0.6717475,0.1016699,-0.093202148,60,3.116575,0.388414346,0.6717475,0.1016699,0.286744446,61,22.59531,13.495306,8.795306,3.1,17.500004,8.4,3.7,-0.951368541,-0.801167326,-0.683318205,-0.926879296,22.40806732,13.30806333,8.608063328,19.30806733
50,bvardcst,-181.0243909,368.2362817,0.002765063,-0.894703108,0.372192922,NA,bvardvar,-500.1853387,1008.495677,0.012269849,-1.003740789,0.367531331,0.553109866,bvardcst,-824.7085133,1655.460983,0.114303697,-0.831892596,0.386724192,NA,bvardcst,-328.0157033,662.0746499,0.825474291,-0.846710594,-0.000425985,NA,6.467175,0.003356704,0.8760924,0.3806416,-0.377284896,132,6.467175,0.027483373,0.8760924,0.3806416,-0.353158227,325,6.467175,0.102280577,0.8760924,0.3806416,-0.278361023,550,6.467175,0.941139506,0.8760924,0.3806416,0.560497906,559,8.633262,6.233262,4.733262,2.2,5.4,3,1.5,-0.819610569,-0.674140579,-0.465284168,-0.686129983,8.587139342,6.189025305,4.689025305,6.389025305
51,bvardcst,-592.4996333,1191.113552,0.008235873,-0.198880823,0.191885951,NA,bvardcst,-1415.523445,2837.09567,0.015291475,-0.2346257,0.128759854,NA,bvardcst,-2338.737664,4683.5033,0.059574353,-0.217918554,0.173795017,NA,bvardcst,-1546.521696,3099.071896,0.313587756,-0.250673086,-0.251404648,NA,1.737666,0.004585892,0.2141786,0.1411527,-0.136566808,214,1.737666,0.020537137,0.2141786,0.1411527,-0.120615563,496,1.737666,0.053841175,0.2141786,0.1411527,-0.087311525,862,1.737666,0.29371671,0.2141786,0.1411527,0.15256401,846,27.72132,20.72132,16.22132,8.3,16,9,4.5,-0.719316968,-0.574441242,-0.382554605,-0.531307394,27.41783004,20.41783005,15.91783005,19.11783005
52,bvardcst,-116.3475861,238.9808864,0.002462861,-0.804861999,0.422790239,NA,bvardcst,-331.7448509,669.5987927,0.00884209,-0.979883646,0.28008019,NA,bvardcst,-573.1765551,1152.415937,0.061724249,-0.931387649,0.356403085,NA,bvardcst,-243.1539142,492.3676787,1.010846857,-0.967345586,0.942365884,NA,6.005889,0.001091495,0.8835788,0.3118283,-0.310736805,88,6.005889,0.01546044,0.8835788,0.3118283,-0.29636786,224,6.005889,0.069433431,0.8835788,0.3118283,-0.242394869,386,6.005889,0.859733457,0.8835788,0.3118283,0.547905157,405,9.747798,6.747798,5.047798,2.2,6.4,3.4,1.7,-0.842677761,-0.725765696,-0.552536764,-0.764249864,9.700219917,6.700219918,5.000219918,7.500219918
53,bvardvar,-447.6741422,903.4896272,0.007378114,-0.540876868,0.476449087,2.017918973,bvardcst,-1132.251486,2270.538739,0.006397207,-0.821376651,0.18762343,NA,bvardcst,-1870.288809,3746.598932,0.048747434,-0.7854849,0.218855733,NA,bvardcst,-839.97441,1685.970838,0.766521491,-0.764085855,0.381115031,NA,6.975019,0.000402676,0.7889532,0.2400621,-0.239659424,288,6.975019,0.008734614,0.7889532,0.2400621,-0.231327486,675,6.975019,0.049550426,0.7889532,0.2400621,-0.190511675,1130,6.975019,0.707774861,0.7889532,0.2400621,0.467712761,1094,12.37046,8.47046,6.27046,2.9,8.1,4.2,2,-0.857153794,-0.72778401,-0.552045809,-0.766010363,12.25804783,8.358047829,6.158047829,9.358047829
54,bvardcst,-385.9674971,778.0317684,-0.009068596,-0.706643579,0.45083797,NA,bvardcst,-1203.226927,2412.489463,0.059426886,-0.668515555,0.461739255,NA,bvardcst,-1668.571612,3343.166457,0.132105876,-0.704475981,0.395801849,NA,bvardcst,-736.4061065,1478.834415,0.905557718,-0.664985709,0.23627394,NA,6.246433,0.009104364,0.6907621,0.406647,-0.397542636,252,6.246433,0.047778843,0.6907621,0.406647,-0.358868157,678,6.246433,0.134656363,0.6907621,0.406647,-0.271990637,1037,6.246433,0.902918216,0.6907621,0.406647,0.496271216,1085,9.454792,7.054792,5.554792,2.8,5.5,3.1,1.6,-0.791992117,-0.554372185,-0.429682418,-0.528280057,9.391637942,6.991637944,5.491637944,6.591637944
55,bvardcst,-147.5092116,301.2737423,0.259381793,-0.694747317,1.39593057,NA,bvardvar,-311.5411465,631.2569655,0.470473629,-0.752051266,1.824818365,2.980138234,bvardcst,-412.7286733,831.521007,0.770264583,-0.694470148,1.402851536,NA,bvardcst,-80.27164384,166.6124519,1.848793222,-0.818149821,1.033061438,NA,8.213513,0.285622082,0.6684612,1.420802,-1.135179918,98,8.213513,0.521278593,0.6684612,1.420802,-0.899523407,234,8.213513,0.832312079,0.6684612,1.420802,-0.588489921,381,8.213513,2.306438234,0.6684612,1.420802,0.885636235,351,5.024774,4.124774,3.424774,1.9,2.4,1.5,0.8,-0.412113417,-0.217103381,-0.170214542,-0.109724633,4.919227344,4.019227345,3.319227346,3.019227346
56,bcstdcst,-16.37040959,39.14081918,0.582321416,NA,0.562150266,NA,bcstdcst,-24.86690137,54.5909456,1.132431227,NA,1.032793333,NA,bcstdcst,-29.87616198,64.41899062,1.311378254,NA,1.179797932,NA,bcstdcst,-25.27390879,54.92281759,1.955838,NA,1.26497463,NA,3.540446,0.708390462,0.1550573,1.401429,-0.693038538,8,3.540446,0.907857221,0.1550573,1.401429,-0.493571779,17,3.540446,1.093518634,0.1550573,1.401429,-0.307910366,21,3.540446,1.762079874,0.1550573,1.401429,0.360650874,35,10.37689,8.77689,7.57689,4.5,4.4,2.8,1.6,0.376460929,0.330000157,0.283167349,0.247257259,8.288186051,6.688186051,5.488186051,3.788186051
57,bvardcst,-50.67437096,108.7605066,0.043992369,-0.272046362,0.428618091,NA,bvardcst,-160.1202996,326.6340418,0.1360757,-0.249712418,0.459248716,NA,bvardcst,-227.5038914,461.250207,0.126181625,-0.271516146,0.118572525,NA,bvardcst,-122.3620636,250.9907939,0.588048525,-0.160286099,-3.29E-06,NA,2.905371,0.031958701,0.286893,0.3264502,-0.294491499,21,2.905371,0.082367512,0.286893,0.3264502,-0.244082688,65,2.905371,0.15934075,0.286893,0.3264502,-0.16710945,103,2.905371,0.582725114,0.286893,0.3264502,0.256274914,94,15.7197,12.419701,10.119701,5.6,8.099999,4.8,2.5,-0.601463472,-0.314088594,-0.289967503,-0.289967324,15.08535539,11.78535639,9.485356392,9.485355392
58,bvardcst,-65.50454323,137.567226,0.000601599,-0.866517962,0.258235638,NA,bvardcst,-187.0813922,380.3790006,0.008843879,-0.872125687,0.204526907,NA,bvardcst,-293.636243,593.4036335,0.043917258,-0.862116397,-0.091820677,NA,bvardcst,-120.7609433,247.6502289,1.271948838,-0.715093417,1.193340637,NA,5.776999,0.001488707,0.7670161,0.2959877,-0.294498993,47,5.776999,0.017328605,0.7670161,0.2959877,-0.278659095,115,5.776999,0.074417358,0.7670161,0.2959877,-0.221570342,187,5.776999,0.786346679,0.7670161,0.2959877,0.490358979,191,10.77387,7.573871,5.673871,2.6,6.899999,3.7,1.8,-0.863580028,-0.709843237,-0.555973854,-0.720033328,10.40218054,7.202181542,5.302181542,7.802180542
59,bvardcst,-14.88197963,38.43062592,1.475674834,-0.45078439,4.1218994,NA,bvardcst,-28.23244748,63.87665967,0.581479373,-0.704767705,1.93974409,NA,bvardcst,-65.03246221,136.5093689,0.766665468,-0.715037801,1.607145989,NA,bcstdcst,-17.65353774,39.43610774,2.2571223,NA,-1.34E-06,NA,8.286789,0.419869338,0.6952618,1.80803,-1.388160662,13,8.286789,0.732272712,0.6952618,1.80803,-1.075757288,21,8.286789,1.036685519,0.6952618,1.80803,-0.771344481,58,8.286789,2.72438763,0.6952618,1.80803,0.91635763,96,4.289714,3.489714,2.989714,1.6,2.1,1.3,0.8,-0.048740996,-0.202390413,-0.158370329,-0.046397579,4.265992986,3.465992987,2.965992987,2.665992987
60,bvardcst,-157.7070041,321.683671,0.686535575,-0.331794085,1.566149191,NA,bvardcst,-325.0329525,656.1667454,1.106689063,-0.327701737,1.871542829,NA,bvardcst,-415.3912339,836.8444832,1.309459929,-0.317801281,1.633458237,NA,bvardcst,-119.3138225,244.6997171,2.560799026,-0.474908731,-2.493285616,NA,5.905885,0.836075556,0.3222127,1.995586,-1.159510444,93,5.905885,1.153933347,0.3222127,1.995586,-0.841652653,242,5.905885,1.445890361,0.3222127,1.995586,-0.549695639,391,5.905885,2.639046193,0.3222127,1.995586,0.643460193,337,6.067376,5.067376,4.367376,2.5,2.7,1.7,1,-0.088327305,0.011420652,0.02605958,0.057442134,5.82223575,4.82223575,4.12223575,3.32223575
61,bvardcst,-146.1518747,298.5646189,-0.000363404,-0.800940939,0.215394264,NA,bvardcst,-473.9707667,954.033841,0.011619442,-0.721885476,0.219111084,NA,bvardvar,-758.7502603,1525.592899,0.048321865,-0.756043744,-0.922351622,0.122804893,bvardcst,-368.5437283,743.1457091,0.77439179,-0.732736638,0.770292873,NA,6.109773,0.001083489,0.7112157,0.2589266,-0.257843111,96,6.109773,0.014021062,0.7112157,0.2589266,-0.244905538,264,6.109773,0.062434226,0.7112157,0.2589266,-0.196492374,438,6.109773,0.673761526,0.7112157,0.2589266,0.414834926,416,12.14464,8.544643,6.444643,3.1,7.699997,4.1,2,-0.853107486,-0.684983675,-0.520614538,-0.707050929,12.02756925,8.427572251,6.32757225,8.927569251
62,bcstdvar,-4.21258635,-9.574827301,0.450541443,NA,76.62681815,0.00470438,bcstdcst,-13.893813,33.50191171,0.580562895,NA,-2.09E-07,NA,bcstdcst,-15.35241203,35.56196691,1.349250873,NA,0.617095501,NA,bcstdcst,-6.584519855,17.71449426,2.065921638,NA,5.65E-07,NA,6.555357,0.475814812,0.6005338,1.783268,-1.307453188,3,6.555357,0.769280581,0.6005338,1.783268,-1.013987419,10,6.555357,1.102985692,0.6005338,1.783268,-0.680282308,17,6.555357,2.663076086,0.6005338,1.783268,0.879808086,25,4.367796,3.567796,2.967796,1.5,2.2,1.4,0.8,0.430740632,-0.266699952,0.106053198,0.196597305,2.0385586,2.613250568,2.277390384,2.177390384
63,bcstdcst,-7.428897079,24.85779416,0.457270056,NA,0.07931003,NA,bcstdcst,-11.58683848,28.88796267,0.75043759,NA,-1.96E-06,NA,bcstdcst,-7.388078595,19.86706628,2.690414669,NA,2.205399336,NA,bcstdcst,-2.026079882,11.05215976,1.939209368,NA,-1.27E-05,NA,8.080774,0.231110418,0.9560598,1.564021,-1.332910582,5,8.080774,0.496579423,0.9560598,1.564021,-1.067441577,10,8.080774,0.800929827,0.9560598,1.564021,-0.763091173,14,8.080774,2.565660371,0.9560598,1.564021,1.001639371,7,3.717704,2.917704,2.417704,1.2,2,1.2,0.7,0.245711572,-0.296527492,0.25339448,0.16609694,3.108374421,2.308374421,1.808374421,1.908374421
64,bvardcst,-173.2377679,352.7204339,0.20534661,-0.548033798,1.164099247,NA,bvardcst,-446.8942061,899.8747431,0.434332538,-0.515335727,1.165178526,NA,bvardcst,-577.0021998,1160.060344,0.669106098,-0.540540055,1.344903176,NA,bvardcst,-196.8936303,399.8398922,1.750902667,-0.59166466,-1.272739387,NA,5.580964,0.195505573,0.5424551,1.050687,-0.855181427,102,5.580964,0.374853396,0.5424551,1.050687,-0.675833604,282,5.580964,0.578535022,0.5424551,1.050687,-0.472151978,433,5.580964,1.692082978,0.5424551,1.050687,0.641395978,460,6.178443,4.978443,4.178443,2.2,3.1,1.9,1.1,-0.439040805,-0.228948102,-0.15844101,-0.192898758,6.140451112,4.940451113,4.140451112,3.940451112
65,bvardcst,-226.5556269,459.3079751,0.532859287,-0.349219973,1.491761352,NA,bvardcst,-462.9911315,932.0644547,0.609879031,-0.397701422,-1.234212518,NA,bvardcst,-580.2979354,1166.647484,1.000876111,-0.374025181,1.479167218,NA,bvardcst,-202.0225637,410.101598,1.748802194,-0.453436848,1.108159594,NA,5.918829,0.392098545,0.3994335,1.352564,-0.960465455,126,5.918829,0.633229806,0.3994335,1.352564,-0.719334195,296,5.918829,0.871643228,0.3994335,1.352564,-0.480920772,469,5.918829,1.934260002,0.3994335,1.352564,0.581696002,429,6.795576,5.595576,4.795576,2.8,3.1,1.9,1.1,-0.159025322,-0.12139443,-0.033353862,-0.053382854,6.57749071,5.377490712,4.577490712,3.777490711
66,bvardvar,-43.16236946,96.54696115,0.172965079,-0.55578431,2.866896611,0.271858147,bvardcst,-81.10089328,168.7599261,0.348822587,-0.488772372,1.116676733,NA,bvardvar,-120.0308412,248.5879982,0.272369697,-0.670176443,1.299652398,0.541226797,bvardcst,-39.07951616,84.56581198,1.801579762,-0.668254713,-2.407253801,NA,4.511488,0.137905973,0.5054385,0.8507773,-0.712871327,23,4.511488,0.279831042,0.5054385,0.8507773,-0.570946258,47,4.511488,0.463879351,0.5054385,0.8507773,-0.386897949,81,4.511488,1.410745774,0.5054385,0.8507773,0.559968474,63,6.900563,5.500563,4.500563,2.3,3.6,2.2,1.2,-0.230903666,-0.253511052,-0.263710132,-0.265917677,6.735275899,5.335275901,4.335275901,4.435275901
